student,question,activityFK,answer,answerFlag,answerTimestamp
488,295,12298,D,1,2017-01-18 02:04:04.399180+00:00
488,295,12298,D,1,2017-01-18 02:04:02.923299+00:00
488,295,12298,D,1,2017-01-18 02:04:02.732993+00:00
488,295,12298,D,1,2017-01-18 02:04:02.544944+00:00
488,295,12298,D,1,2017-01-18 02:04:02.356711+00:00
488,295,12298,D,1,2017-01-18 02:04:02.178254+00:00
488,295,12298,D,1,2017-01-18 02:04:01.706497+00:00
488,295,12298,D,1,2017-01-18 02:03:57.810430+00:00
488,295,12297,B,2,2017-01-18 02:00:56.499350+00:00
488,319,12293,C,1,2017-01-18 01:55:20.694235+00:00
488,319,12293,C,1,2017-01-18 01:55:20.461575+00:00
488,319,12293,C,1,2017-01-18 01:55:19.959920+00:00
488,319,12293,C,1,2017-01-18 01:55:19.771255+00:00
488,319,12293,C,1,2017-01-18 01:55:19.618814+00:00
488,319,12293,C,1,2017-01-18 01:55:18.936964+00:00
488,319,12293,C,1,2017-01-18 01:55:18.785701+00:00
488,319,12293,C,1,2017-01-18 01:55:18.652593+00:00
488,319,12293,C,1,2017-01-18 01:55:18.457439+00:00
488,319,12293,C,1,2017-01-18 01:55:18.379063+00:00
488,319,12293,C,1,2017-01-18 01:54:53.713091+00:00
488,319,12292,B,2,2017-01-18 01:54:08.606224+00:00
488,319,12292,B,2,2017-01-18 01:54:08.506614+00:00
488,314,12289,E,1,2017-01-18 01:49:43.769274+00:00
488,314,12289,E,1,2017-01-18 01:49:43.540362+00:00
488,314,12289,E,1,2017-01-18 01:49:43.067145+00:00
488,314,12289,E,1,2017-01-18 01:49:42.862391+00:00
488,314,12289,E,1,2017-01-18 01:49:42.719546+00:00
488,314,12289,E,1,2017-01-18 01:49:42.501124+00:00
488,314,12289,E,1,2017-01-18 01:49:42.326026+00:00
488,314,12289,E,1,2017-01-18 01:49:42.136991+00:00
488,314,12289,E,1,2017-01-18 01:49:41.961503+00:00
488,314,12289,E,1,2017-01-18 01:49:41.738400+00:00
488,314,12289,E,1,2017-01-18 01:49:41.615656+00:00
488,314,12289,E,1,2017-01-18 01:49:41.418058+00:00
488,314,12289,E,1,2017-01-18 01:49:41.232898+00:00
488,314,12289,E,1,2017-01-18 01:49:41.106171+00:00
488,314,12289,E,1,2017-01-18 01:49:40.878203+00:00
488,314,12289,E,1,2017-01-18 01:49:40.762680+00:00
488,314,12289,E,1,2017-01-18 01:49:40.532924+00:00
488,314,12289,E,1,2017-01-18 01:49:40.394244+00:00
488,314,12289,E,1,2017-01-18 01:49:40.221576+00:00
488,314,12289,E,1,2017-01-18 01:49:40.006575+00:00
488,314,12289,E,1,2017-01-18 01:49:39.805870+00:00
488,314,12289,E,1,2017-01-18 01:49:39.690700+00:00
488,314,12289,E,1,2017-01-18 01:49:39.545042+00:00
488,314,12289,E,1,2017-01-18 01:49:39.353397+00:00
488,314,12289,E,1,2017-01-18 01:49:39.296931+00:00
488,314,12289,E,1,2017-01-18 01:49:39.158790+00:00
488,314,12289,E,1,2017-01-18 01:49:38.696815+00:00
488,314,12289,E,1,2017-01-18 01:49:38.530452+00:00
488,314,12289,E,1,2017-01-18 01:49:38.348378+00:00
488,314,12289,E,1,2017-01-18 01:49:37.893473+00:00
488,314,12289,E,1,2017-01-18 01:49:37.614311+00:00
488,314,12289,E,1,2017-01-18 01:49:37.437100+00:00
488,314,12289,E,1,2017-01-18 01:49:37.206523+00:00
488,314,12289,E,1,2017-01-18 01:49:37.130474+00:00
488,314,12289,E,1,2017-01-18 01:49:36.869979+00:00
488,314,12289,B,2,2017-01-18 01:49:25.562733+00:00
488,314,12289,B,2,2017-01-18 01:49:25.411173+00:00
488,314,12289,B,2,2017-01-18 01:49:25.214229+00:00
488,314,12289,B,2,2017-01-18 01:49:23.219185+00:00
488,314,12289,B,2,2017-01-18 01:49:23.053596+00:00
488,314,12289,B,2,2017-01-18 01:49:22.877715+00:00
488,314,12289,B,2,2017-01-18 01:49:22.673591+00:00
488,314,12289,B,2,2017-01-18 01:49:22.490905+00:00
488,314,12289,B,2,2017-01-18 01:49:22.263966+00:00
488,314,12289,B,2,2017-01-18 01:49:22.071177+00:00
488,314,12289,B,2,2017-01-18 01:49:21.490287+00:00
488,314,12289,B,2,2017-01-18 01:49:21.321927+00:00
488,314,12289,B,2,2017-01-18 01:49:21.158400+00:00
488,314,12289,B,2,2017-01-18 01:49:21.029327+00:00
488,314,12289,B,2,2017-01-18 01:49:20.834836+00:00
488,314,12289,B,2,2017-01-18 01:49:18.066858+00:00
488,314,12289,B,2,2017-01-18 01:49:17.479279+00:00
488,314,12289,B,2,2017-01-18 01:49:17.358371+00:00
488,314,12289,B,2,2017-01-18 01:49:17.276153+00:00
488,314,12289,B,2,2017-01-18 01:49:17.133440+00:00
488,314,12289,B,2,2017-01-18 01:49:16.940081+00:00
488,314,12289,B,2,2017-01-18 01:49:16.764666+00:00
488,314,12289,B,2,2017-01-18 01:49:16.623123+00:00
488,314,12289,B,2,2017-01-18 01:49:16.497867+00:00
488,314,12289,B,2,2017-01-18 01:49:16.125827+00:00
488,314,12289,B,2,2017-01-18 01:49:15.787054+00:00
488,314,12289,B,2,2017-01-18 01:49:15.662727+00:00
488,314,12289,B,2,2017-01-18 01:49:15.526758+00:00
488,314,12289,B,2,2017-01-18 01:49:13.522771+00:00
488,306,12288,A,1,2017-01-18 01:48:48.549430+00:00
130,349,12090,D,1,2017-01-04 21:24:22.386651+00:00
130,349,12090,D,1,2017-01-04 21:24:17.398401+00:00
421,365,12089,A,1,2016-12-11 07:00:51.478392+00:00
421,365,12089,E,2,2016-12-11 07:00:44.240246+00:00
421,365,12089,B,2,2016-12-11 07:00:27.908430+00:00
421,361,12088,A,1,2016-12-11 06:59:59.577108+00:00
421,359,12087,C,1,2016-12-11 06:57:45.402061+00:00
421,362,12086,E,1,2016-12-11 06:56:48.909582+00:00
421,362,12086,C,2,2016-12-11 06:56:38.373256+00:00
421,358,12085,A,1,2016-12-11 06:55:51.064279+00:00
421,360,12084,C,1,2016-12-11 06:55:07.420650+00:00
421,363,12083,D,1,2016-12-11 06:54:44.578569+00:00
421,364,12082,D,1,2016-12-11 06:53:59.879083+00:00
482,348,12067,C,1,2016-12-07 16:42:11.789251+00:00
482,348,12067,C,1,2016-12-07 16:42:11.155179+00:00
482,348,12067,A,2,2016-12-07 16:42:06.478591+00:00
482,348,12067,A,2,2016-12-07 16:42:05.893844+00:00
482,348,12067,A,2,2016-12-07 16:42:05.868691+00:00
482,348,12067,A,2,2016-12-07 16:42:05.834389+00:00
482,348,12067,B,2,2016-12-07 16:41:56.757994+00:00
482,348,12067,B,2,2016-12-07 16:41:56.194003+00:00
482,348,12067,B,2,2016-12-07 16:41:55.836311+00:00
482,348,12067,D,2,2016-12-07 16:41:51.582595+00:00
496,320,12065,E,1,2016-12-07 16:40:36.526681+00:00
496,320,12064,D,2,2016-12-07 16:40:24.012560+00:00
496,347,12062,D,1,2016-12-07 16:39:20.823057+00:00
496,311,12061,B,1,2016-12-07 16:39:01.138209+00:00
496,326,12058,A,1,2016-12-07 16:38:19.481944+00:00
496,345,12057,E,1,2016-12-07 16:38:00.259601+00:00
496,336,12055,C,1,2016-12-07 16:37:42.535047+00:00
482,363,12052,D,1,2016-12-07 16:33:40.293074+00:00
482,363,12052,C,2,2016-12-07 16:33:36.676515+00:00
482,363,12052,C,2,2016-12-07 16:33:34.032316+00:00
482,363,12052,A,2,2016-12-07 16:33:21.630338+00:00
482,363,12052,A,2,2016-12-07 16:33:19.062636+00:00
482,363,12052,E,2,2016-12-07 16:33:14.216347+00:00
496,341,12051,B,1,2016-12-07 16:32:44.757112+00:00
482,361,12050,A,1,2016-12-07 16:32:29.458987+00:00
482,360,12049,C,1,2016-12-07 16:32:07.757735+00:00
482,359,12044,C,1,2016-12-07 16:31:33.701776+00:00
482,359,12044,E,2,2016-12-07 16:31:30.770069+00:00
496,349,12045,E,2,2016-12-07 16:31:26.386668+00:00
496,349,12042,B,2,2016-12-07 16:30:53.100677+00:00
482,358,12041,A,1,2016-12-07 16:30:10.571911+00:00
496,334,12038,C,1,2016-12-07 16:30:03.455655+00:00
482,357,12033,B,1,2016-12-07 16:29:16.038405+00:00
482,357,12033,E,2,2016-12-07 16:28:38.481284+00:00
496,359,12031,C,1,2016-12-07 16:27:21.786146+00:00
496,358,12030,A,1,2016-12-07 16:26:58.117536+00:00
496,355,12029,B,1,2016-12-07 16:26:40.863096+00:00
482,362,12027,E,1,2016-12-07 16:26:32.257976+00:00
482,362,12027,D,2,2016-12-07 16:26:29.570760+00:00
482,362,12027,B,2,2016-12-07 16:26:24.762850+00:00
482,362,12027,C,2,2016-12-07 16:26:14.668677+00:00
496,353,12028,E,1,2016-12-07 16:26:10.178499+00:00
496,361,12026,A,1,2016-12-07 16:25:17.869666+00:00
496,357,12025,B,1,2016-12-07 16:24:20.697946+00:00
496,360,12024,C,1,2016-12-07 16:23:45.588531+00:00
496,360,12024,A,2,2016-12-07 16:23:43.504466+00:00
496,360,12024,A,2,2016-12-07 16:23:43.169891+00:00
496,360,12024,B,2,2016-12-07 16:23:40.390173+00:00
496,363,12022,D,1,2016-12-07 16:23:20.462012+00:00
496,351,12021,E,1,2016-12-07 16:23:03.900052+00:00
496,354,12019,C,1,2016-12-07 16:22:05.130387+00:00
496,354,12019,B,2,2016-12-07 16:22:03.401266+00:00
496,354,12019,A,2,2016-12-07 16:22:01.554798+00:00
496,362,12018,E,1,2016-12-07 16:21:33.734207+00:00
496,362,12018,C,2,2016-12-07 16:21:28.016559+00:00
220,357,12008,B,1,2016-12-07 04:33:22.879809+00:00
220,363,12007,D,1,2016-12-07 04:32:00.466181+00:00
158,328,12006,C,1,2016-12-07 03:24:52.581608+00:00
158,279,12005,C,1,2016-12-07 03:23:05.419211+00:00
158,322,12004,A,1,2016-12-07 03:22:48.096201+00:00
158,283,12003,C,1,2016-12-07 03:19:18.158330+00:00
158,327,12002,B,1,2016-12-07 03:18:38.137727+00:00
158,327,12002,C,2,2016-12-07 03:18:36.533221+00:00
158,327,12002,E,2,2016-12-07 03:18:31.890420+00:00
158,327,12002,D,2,2016-12-07 03:18:29.904732+00:00
158,299,12001,C,1,2016-12-07 03:16:36.150285+00:00
158,299,12001,A,2,2016-12-07 03:16:34.834192+00:00
158,299,12001,D,2,2016-12-07 03:16:31.129822+00:00
158,343,12000,E,1,2016-12-07 03:16:06.634272+00:00
158,343,12000,C,2,2016-12-07 03:16:02.406565+00:00
158,343,12000,B,2,2016-12-07 03:16:00.923987+00:00
158,348,11999,C,1,2016-12-07 03:14:41.782855+00:00
158,290,11998,B,1,2016-12-07 03:12:50.191127+00:00
158,269,11997,E,1,2016-12-07 03:12:00.185926+00:00
158,280,11996,B,1,2016-12-07 03:11:36.942252+00:00
158,280,11996,C,2,2016-12-07 03:11:30.817344+00:00
158,298,11995,B,1,2016-12-07 03:11:14.884596+00:00
158,298,11995,A,2,2016-12-07 03:11:13.005495+00:00
158,304,11994,D,1,2016-12-07 03:10:51.722591+00:00
158,301,11993,D,1,2016-12-07 03:10:37.021805+00:00
158,301,11993,D,1,2016-12-07 03:10:36.925511+00:00
158,301,11993,D,1,2016-12-07 03:10:36.741728+00:00
158,301,11993,D,1,2016-12-07 03:10:36.629999+00:00
158,301,11993,D,1,2016-12-07 03:10:36.505314+00:00
158,301,11993,D,1,2016-12-07 03:10:36.382341+00:00
158,301,11993,D,1,2016-12-07 03:10:36.240265+00:00
158,301,11993,D,1,2016-12-07 03:10:36.099067+00:00
158,301,11993,D,1,2016-12-07 03:10:34.113864+00:00
158,301,11993,E,2,2016-12-07 03:10:32.758402+00:00
158,301,11993,A,2,2016-12-07 03:10:31.502642+00:00
158,301,11993,C,2,2016-12-07 03:10:28.412975+00:00
158,276,11992,D,1,2016-12-07 03:10:02.137537+00:00
158,276,11992,A,2,2016-12-07 03:09:59.776023+00:00
158,337,11991,A,1,2016-12-07 03:09:11.056118+00:00
158,337,11991,E,2,2016-12-07 03:09:07.263534+00:00
158,307,11990,A,1,2016-12-07 03:08:46.067496+00:00
158,303,11989,A,1,2016-12-07 03:08:15.626050+00:00
158,335,11988,B,1,2016-12-07 03:07:57.613659+00:00
158,289,11987,C,1,2016-12-07 03:07:30.862043+00:00
158,289,11987,D,2,2016-12-07 03:07:29.374566+00:00
158,289,11987,A,2,2016-12-07 03:07:27.331172+00:00
158,285,11986,D,1,2016-12-07 03:06:46.304072+00:00
158,285,11986,B,2,2016-12-07 03:06:44.437739+00:00
158,330,11985,B,1,2016-12-07 03:05:26.058457+00:00
158,330,11985,D,2,2016-12-07 03:05:24.810474+00:00
158,330,11985,C,2,2016-12-07 03:05:23.153950+00:00
158,330,11985,A,2,2016-12-07 03:05:21.412283+00:00
158,268,11984,D,1,2016-12-07 03:05:00.093698+00:00
158,268,11984,A,2,2016-12-07 03:04:57.749738+00:00
158,268,11984,B,2,2016-12-07 03:04:54.118217+00:00
158,332,11983,C,1,2016-12-07 03:04:15.979204+00:00
158,292,11982,D,1,2016-12-07 03:03:54.286764+00:00
158,292,11982,C,2,2016-12-07 03:03:52.502203+00:00
158,318,11981,A,1,2016-12-07 03:02:47.925083+00:00
158,329,11980,A,1,2016-12-07 03:02:27.226342+00:00
158,329,11980,A,1,2016-12-07 03:02:27.111849+00:00
158,329,11980,A,1,2016-12-07 03:02:26.933777+00:00
158,329,11980,A,1,2016-12-07 03:02:26.621742+00:00
158,329,11980,A,1,2016-12-07 03:02:26.474297+00:00
158,329,11980,A,1,2016-12-07 03:02:26.384692+00:00
158,329,11980,A,1,2016-12-07 03:02:26.201200+00:00
158,329,11980,A,1,2016-12-07 03:02:19.218009+00:00
158,329,11980,C,2,2016-12-07 03:02:17.889301+00:00
158,329,11980,D,2,2016-12-07 03:02:16.222496+00:00
158,329,11980,B,2,2016-12-07 03:02:04.835432+00:00
158,309,11979,B,1,2016-12-07 03:01:31.408495+00:00
158,309,11979,B,1,2016-12-07 03:01:31.295072+00:00
158,309,11979,B,1,2016-12-07 03:01:31.134788+00:00
158,309,11979,B,1,2016-12-07 03:01:30.982427+00:00
158,309,11979,B,1,2016-12-07 03:01:30.876484+00:00
158,309,11979,B,1,2016-12-07 03:01:30.727189+00:00
158,309,11979,B,1,2016-12-07 03:01:30.676369+00:00
158,309,11979,B,1,2016-12-07 03:01:30.503475+00:00
158,309,11979,B,1,2016-12-07 03:01:30.389605+00:00
158,309,11979,B,1,2016-12-07 03:01:30.212993+00:00
158,309,11979,B,1,2016-12-07 03:01:28.470162+00:00
158,309,11979,A,2,2016-12-07 03:01:27.042488+00:00
158,309,11979,D,2,2016-12-07 03:01:25.538769+00:00
158,309,11979,C,2,2016-12-07 03:01:24.114032+00:00
158,316,11978,A,1,2016-12-07 03:01:05.423515+00:00
158,361,11977,A,1,2016-12-07 03:00:51.234939+00:00
158,352,11976,A,1,2016-12-07 03:00:37.411541+00:00
158,352,11976,A,1,2016-12-07 03:00:37.070137+00:00
158,352,11976,A,1,2016-12-07 03:00:36.898585+00:00
158,352,11976,A,1,2016-12-07 03:00:36.505308+00:00
158,352,11976,A,1,2016-12-07 03:00:36.326504+00:00
158,352,11976,A,1,2016-12-07 03:00:36.193834+00:00
158,352,11976,A,1,2016-12-07 03:00:36.051180+00:00
158,352,11976,A,1,2016-12-07 03:00:35.862612+00:00
158,352,11976,A,1,2016-12-07 03:00:35.657876+00:00
158,352,11976,A,1,2016-12-07 03:00:35.482847+00:00
158,352,11976,A,1,2016-12-07 03:00:35.340652+00:00
158,352,11976,A,1,2016-12-07 03:00:35.165757+00:00
158,352,11976,A,1,2016-12-07 03:00:35.029667+00:00
158,352,11976,A,1,2016-12-07 03:00:34.833188+00:00
158,352,11976,A,1,2016-12-07 03:00:34.670431+00:00
158,352,11976,A,1,2016-12-07 03:00:34.525772+00:00
158,352,11976,A,1,2016-12-07 03:00:34.353941+00:00
158,352,11976,A,1,2016-12-07 03:00:34.201863+00:00
158,352,11976,A,1,2016-12-07 03:00:34.042672+00:00
158,352,11976,A,1,2016-12-07 03:00:33.895058+00:00
158,352,11976,A,1,2016-12-07 03:00:33.734325+00:00
158,352,11976,A,1,2016-12-07 03:00:33.589744+00:00
158,352,11976,A,1,2016-12-07 03:00:33.470808+00:00
158,352,11976,A,1,2016-12-07 03:00:33.297631+00:00
158,352,11976,A,1,2016-12-07 03:00:33.137654+00:00
158,352,11976,A,1,2016-12-07 03:00:32.997044+00:00
158,352,11976,A,1,2016-12-07 03:00:32.917083+00:00
158,352,11976,A,1,2016-12-07 03:00:32.826743+00:00
158,352,11976,A,1,2016-12-07 03:00:32.538218+00:00
158,352,11976,A,1,2016-12-07 03:00:32.393963+00:00
158,352,11976,A,1,2016-12-07 03:00:32.253538+00:00
158,352,11976,A,1,2016-12-07 03:00:32.112417+00:00
158,352,11976,A,1,2016-12-07 03:00:31.958895+00:00
158,352,11976,A,1,2016-12-07 03:00:31.785444+00:00
158,352,11976,A,1,2016-12-07 03:00:31.637076+00:00
158,352,11976,A,1,2016-12-07 03:00:31.506913+00:00
158,352,11976,A,1,2016-12-07 03:00:31.333024+00:00
158,352,11976,A,1,2016-12-07 03:00:31.210219+00:00
158,352,11976,A,1,2016-12-07 03:00:31.052966+00:00
158,352,11976,A,1,2016-12-07 03:00:30.893794+00:00
158,352,11976,A,1,2016-12-07 03:00:30.792894+00:00
158,352,11976,A,1,2016-12-07 03:00:30.642913+00:00
158,352,11976,A,1,2016-12-07 03:00:30.484468+00:00
158,352,11976,A,1,2016-12-07 03:00:30.321326+00:00
158,352,11976,A,1,2016-12-07 03:00:30.191600+00:00
158,352,11976,A,1,2016-12-07 03:00:29.816722+00:00
158,352,11976,A,1,2016-12-07 03:00:20.498854+00:00
158,352,11976,E,2,2016-12-07 03:00:18.454951+00:00
158,352,11976,B,2,2016-12-07 03:00:14.702322+00:00
158,352,11976,C,2,2016-12-07 03:00:12.589599+00:00
158,333,11975,C,1,2016-12-07 02:58:35.208047+00:00
158,333,11975,E,2,2016-12-07 02:58:33.503277+00:00
158,333,11975,D,2,2016-12-07 02:58:31.309643+00:00
158,333,11975,B,2,2016-12-07 02:57:56.237324+00:00
158,300,11974,E,1,2016-12-07 02:56:32.551108+00:00
158,300,11974,A,2,2016-12-07 02:56:30.690183+00:00
158,300,11974,B,2,2016-12-07 02:56:29.184641+00:00
158,324,11973,A,1,2016-12-07 02:56:05.214967+00:00
158,324,11973,C,2,2016-12-07 02:56:03.221501+00:00
158,324,11973,B,2,2016-12-07 02:56:01.422250+00:00
158,324,11973,D,2,2016-12-07 02:55:57.730703+00:00
158,286,11972,B,1,2016-12-07 02:55:26.802302+00:00
158,286,11972,B,1,2016-12-07 02:55:12.232939+00:00
158,286,11972,E,2,2016-12-07 02:54:50.742096+00:00
158,284,11971,C,1,2016-12-07 02:53:55.730276+00:00
158,323,11970,D,1,2016-12-07 02:53:29.381768+00:00
158,323,11970,C,2,2016-12-07 02:53:27.497677+00:00
158,323,11970,B,2,2016-12-07 02:53:25.469469+00:00
158,323,11970,E,2,2016-12-07 02:53:23.306468+00:00
158,323,11970,A,2,2016-12-07 02:53:20.126016+00:00
158,355,11968,B,1,2016-12-07 02:51:57.083401+00:00
158,355,11968,A,2,2016-12-07 02:51:53.869081+00:00
158,305,11967,B,1,2016-12-07 02:51:26.537108+00:00
158,325,11966,B,1,2016-12-07 02:50:46.863144+00:00
158,359,11965,C,1,2016-12-07 02:50:21.586755+00:00
158,359,11965,A,2,2016-12-07 02:50:19.726916+00:00
158,275,11964,B,1,2016-12-07 02:49:58.969936+00:00
158,275,11964,A,2,2016-12-07 02:49:56.164896+00:00
158,275,11964,D,2,2016-12-07 02:49:54.484737+00:00
158,275,11964,C,2,2016-12-07 02:49:52.470272+00:00
158,277,11963,B,1,2016-12-07 02:49:17.309498+00:00
158,277,11963,D,2,2016-12-07 02:49:15.442741+00:00
158,297,11962,B,1,2016-12-07 02:48:57.017596+00:00
158,297,11962,A,2,2016-12-07 02:48:54.957876+00:00
158,358,11961,A,1,2016-12-07 02:48:28.335149+00:00
158,353,11960,E,1,2016-12-07 02:48:09.523877+00:00
158,312,11959,E,1,2016-12-07 02:47:58.697841+00:00
158,312,11959,D,2,2016-12-07 02:47:56.215556+00:00
158,312,11959,C,2,2016-12-07 02:47:54.385908+00:00
158,312,11959,B,2,2016-12-07 02:47:52.269975+00:00
158,312,11959,A,2,2016-12-07 02:47:50.061254+00:00
158,296,11958,D,1,2016-12-07 02:46:34.805319+00:00
158,296,11958,A,2,2016-12-07 02:46:25.548901+00:00
158,294,11957,E,1,2016-12-07 02:08:39.958111+00:00
158,294,11957,C,2,2016-12-07 02:08:38.300631+00:00
158,294,11957,A,2,2016-12-07 02:08:34.798948+00:00
158,339,11956,A,1,2016-12-07 02:07:05.971659+00:00
158,340,11955,B,1,2016-12-07 02:06:51.590118+00:00
158,340,11955,D,2,2016-12-07 02:06:42.816596+00:00
158,338,11954,C,1,2016-12-07 02:06:27.431709+00:00
158,354,11953,C,1,2016-12-07 02:05:52.374525+00:00
158,354,11953,D,2,2016-12-07 02:05:50.977973+00:00
158,354,11953,E,2,2016-12-07 02:05:49.474102+00:00
158,354,11953,B,2,2016-12-07 02:05:48.066345+00:00
158,354,11953,A,2,2016-12-07 02:05:45.506165+00:00
158,315,11952,B,1,2016-12-07 02:05:26.557475+00:00
158,315,11952,D,2,2016-12-07 02:05:25.377029+00:00
158,315,11952,E,2,2016-12-07 02:05:23.734218+00:00
158,315,11952,C,2,2016-12-07 02:05:22.105330+00:00
158,315,11952,A,2,2016-12-07 02:05:20.102770+00:00
158,278,11951,A,1,2016-12-07 02:04:54.235180+00:00
158,278,11951,D,2,2016-12-07 02:04:51.954370+00:00
158,266,11950,A,1,2016-12-07 02:03:58.520540+00:00
158,288,11949,B,1,2016-12-07 02:03:43.877408+00:00
158,313,11948,B,1,2016-12-07 02:03:24.259097+00:00
158,313,11948,D,2,2016-12-07 02:03:20.626931+00:00
158,281,11947,B,1,2016-12-07 02:02:51.681643+00:00
158,357,11946,B,1,2016-12-07 02:02:38.535825+00:00
158,291,11945,B,1,2016-12-07 02:02:20.829065+00:00
158,291,11945,E,2,2016-12-07 02:02:19.318101+00:00
158,291,11945,D,2,2016-12-07 02:02:17.690916+00:00
158,291,11945,C,2,2016-12-07 02:02:13.834962+00:00
158,356,11944,B,1,2016-12-07 02:00:21.970594+00:00
158,267,11943,D,1,2016-12-07 02:00:09.017900+00:00
158,310,11942,D,1,2016-12-07 01:59:56.569769+00:00
158,360,11941,C,1,2016-12-07 01:59:47.101364+00:00
158,360,11941,B,2,2016-12-07 01:59:44.285722+00:00
158,360,11941,E,2,2016-12-07 01:59:42.493935+00:00
158,360,11941,A,2,2016-12-07 01:59:38.724836+00:00
158,331,11940,E,1,2016-12-07 01:59:14.621317+00:00
158,331,11940,B,2,2016-12-07 01:59:06.069308+00:00
158,342,11939,A,1,2016-12-07 01:58:21.005093+00:00
158,320,11938,E,1,2016-12-07 01:57:54.170305+00:00
158,347,11937,D,1,2016-12-07 01:57:10.699979+00:00
158,311,11936,B,1,2016-12-07 01:56:54.210126+00:00
158,311,11936,E,2,2016-12-07 01:56:51.998146+00:00
158,311,11936,A,2,2016-12-07 01:56:50.582204+00:00
158,346,11935,B,1,2016-12-07 01:56:30.389455+00:00
158,317,11934,B,1,2016-12-07 01:56:19.773852+00:00
158,326,11933,A,1,2016-12-07 01:56:05.037507+00:00
158,326,11933,C,2,2016-12-07 01:56:02.742765+00:00
158,272,11932,D,1,2016-12-07 01:55:48.491057+00:00
158,270,11931,B,1,2016-12-07 01:55:28.152118+00:00
158,308,11930,B,1,2016-12-07 01:55:13.624149+00:00
158,351,11929,E,1,2016-12-07 01:54:57.721783+00:00
158,345,11928,E,1,2016-12-07 01:54:36.402658+00:00
158,345,11928,D,2,2016-12-07 01:54:33.820571+00:00
158,345,11928,C,2,2016-12-07 01:54:30.627348+00:00
158,293,11927,E,1,2016-12-07 01:54:07.187112+00:00
158,336,11926,C,1,2016-12-07 01:53:32.987828+00:00
158,350,11925,D,1,2016-12-07 01:52:20.276682+00:00
158,344,11924,D,1,2016-12-07 01:51:33.601474+00:00
158,344,11924,E,2,2016-12-07 01:51:32.136831+00:00
158,344,11924,B,2,2016-12-07 01:51:26.478314+00:00
158,344,11924,C,2,2016-12-07 01:51:23.998600+00:00
158,287,11923,B,1,2016-12-07 01:50:37.862201+00:00
158,287,11923,B,1,2016-12-07 01:50:35.190724+00:00
158,341,11922,B,1,2016-12-07 01:50:17.101348+00:00
158,274,11921,A,1,2016-12-07 01:49:51.043153+00:00
158,274,11921,E,2,2016-12-07 01:49:47.248471+00:00
158,265,11920,B,1,2016-12-07 01:49:23.753608+00:00
158,265,11920,A,2,2016-12-07 01:49:17.901547+00:00
158,265,11920,D,2,2016-12-07 01:49:11.082071+00:00
158,349,11919,D,1,2016-12-07 01:46:37.454537+00:00
158,349,11919,B,2,2016-12-07 01:46:35.341288+00:00
158,349,11919,C,2,2016-12-07 01:46:33.338538+00:00
158,349,11919,E,2,2016-12-07 01:46:23.998265+00:00
158,349,11919,A,2,2016-12-07 01:46:11.685324+00:00
158,334,11918,C,1,2016-12-07 01:45:27.440329+00:00
158,334,11918,D,2,2016-12-07 01:45:21.194448+00:00
158,334,11918,E,2,2016-12-07 01:45:18.178653+00:00
158,334,11918,B,2,2016-12-07 01:45:16.438611+00:00
158,334,11918,A,2,2016-12-07 01:45:09.469906+00:00
158,273,11917,C,1,2016-12-07 01:44:20.117259+00:00
